rank	word	frequency
192	کیونکہ	539
193	بھائی	533
194	دوسری	533
195	غیر	530
196	اہم	526
197	ضرورت	524
198	محمد	522
199	ہماری	521
200	باہر	517
201	پانی	516
202	کوشش	509
203	انداز	505
204	اندر	503
205	جبکہ	502
206	انسان	500
207	بھر	498
208	جاری	498
209	ایسی	497
210	بتایا	496
211	جگہ	495
212	ہوگا	493
213	کہنا	490
214	میرا	489
215	کار	488
216	تین	487
217	رات	487
218	بنا	486
219	خلاف	483
220	بی	481
221	کیے	472
222	جواب	471
223	دینے	469
224	مزید	469
225	ابھی	468
226	بیان	468
227	عام	467
228	دیگر	465
229	کرے	465
230	ڈاکٹر	463
231	چند	461
232	عمر	458
233	آواز	457
234	ترقی	452
235	نظام	447
236	یہی	446
237	صورت	445
238	علاوہ	445
239	مدد	435
240	اقبال	430
241	رکھا	429
242	ماں	425
243	والا	420
244	علم	419
245	ذریعے	418
246	پہلی	417
247	آنے	416
248	بنانے	415
249	قریب	413
250	بڑا	409
251	ضروری	409
252	معلوم	409
253	ادب	408
254	سیاسی	405
255	دیتے	399
256	متعلق	396
257	مل	394
258	جائیں	392
259	تیار	391
260	سفر	391
261	محبت	390
262	یاد	390
263	آپ	389
264	اے	388
265	آئے	386
266	چاہیے	385
267	نئے	376
268	پوری	376
269	تاریخ	375
270	کس	375
271	حال	374
272	کہیں	374
273	خاص	373
274	بچوں	371
275	روز	370
276	بہتر	369
277	آگے	368
278	بند	367
279	اسلام	366
280	مکمل	366
281	چین	365
282	شہر	364
283	نا	364
284	ایم	363
285	رہ	363
286	محسوس	362
287	چار	361
288	خوش	360
289	سکے	359
290	عوام	359
291	حد	357
292	حصہ	356
293	یوں	354
294	بغیر	353
295	قائم	353
296	ٹی	353
297	افراد	352
298	سکتی	352
299	کردار	351
300	کمرے	351
301	عمران	349
302	خواتین	347
303	ایس	345
304	رکھنے	344
305	مجھ	344
306	ختم	343
307	شاہ	341
308	قومی	339
309	اختیار	338
310	دیں	337
311	فلم	337
312	تعلق	335
313	شادی	335
314	شخص	334
315	دیر	333
316	نئی	332
317	دار	331
318	احمد	330
319	کیسے	330
320	قرار	329
321	جی	328
322	رکھتے	328
323	موقع	328
324	قوم	327
325	سطح	324
326	فون	324
327	لاہور	324
328	والوں	324
329	چیز	324
330	مسائل	323
331	چکا	323
332	اضافہ	322
333	بس	322
334	عالمی	322
335	با	321
336	پسند	320
337	زمین	319
338	شاید	319
339	اظہار	318
340	انسانی	318
341	ادا	317
342	بنایا	317
343	حضرت	316
344	لگے	313
345	کراچی	313
346	صحت	312
347	مسلم	310
348	اجلاس	309
349	حسن	309
350	صدر	309
351	ہوۓ	306
352	بنیادی	305
353	لی	305
354	ہمیشہ	305
355	اُن	304
356	واپس	304
357	ہونا	304
358	جلد	302
359	فراہم	302
360	ہاں	301
361	تر	300
362	چکی	299
363	پیچھے	297
364	ہوگی	297
365	تاہم	296
366	سوال	296
367	قبل	295
368	کہتے	294
369	قدر	293
370	معاشی	293
371	تحت	292
372	قسم	292
373	بچے	291
374	حالات	289
375	کافی	289
376	درمیان	288
377	واضح	288
378	یعنی	288
379	سا	287
380	ممالک	287
381	جانا	285
382	وہی	285
383	اچھی	284
384	کئے	284
385	او	283
386	سوچ	283
387	والد	283
388	اتنی	282
389	باتیں	278
390	رکھ	278
391	ضرور	277
392	دیتا	276
393	رنگ	276
394	عورت	276
395	نکل	276
396	چکے	276
397	کون	275
398	چھوڑ	274
399	الفاظ	273
400	جسم	273
401	فیصلہ	273
402	پولیس	273
403	در	272
404	شکار	272
405	مشکل	272
406	چلا	271
407	کرکے	271
408	برس	270
409	تحقیق	270
410	کہہ	270
411	دیکھنے	269
412	قانون	268
413	بھارت	267
414	داخل	267
415	’	266
416	حسین	265
417	دوست	263
418	روشنی	263
419	باوجود	262
420	جسے	262
421	ای	261
422	اہمیت	260
423	کہاں	260
424	آتا	259
425	مقصد	259
426	وغیرہ	259
427	پوچھا	258
428	بجائے	255
429	جنگ	255
430	آباد	253
431	احساس	253
432	پاکستانی	253
433	ہزار	253
434	الگ	251
435	زور	251
436	فیصد	251
437	انھیں	250
438	بڑھ	250
439	ثابت	250
440	بالکل	249
441	حقیقت	249
442	ممکن	249
443	اکثر	248
444	باعث	248
445	بولا	248
446	گئیں	248
447	اتنا	247
448	از	247
449	وزیراعظم	246
450	ہندوستان	246
451	بیگم	245
452	ذکر	245
453	اسکول	244
454	ہوگئی	244
455	کمی	243
456	تعداد	242
457	خوشی	241
458	قابل	241
459	میر	240
460	اثر	239
461	میڈیا	239
462	پڑا	239
463	کل	239
464	متاثر	238
465	حق	237
466	داری	237
467	مسلمانوں	237
468	چھوٹے	237
469	خدا	236
470	دنوں	236
471	قیام	236
472	کاری	236
473	تاکہ	235
474	دیتی	235
475	لیں	235
476	وفاقی	235
477	سرمایہ	234
478	سندھ	234
479	منہ	234
480	اُس	233
481	آئی	232
482	پنجاب	232
483	پہنچ	232
484	کھانے	232
485	سو	231
486	شریف	231
487	لگی	231
488	ڈی	229
489	آتے	228
490	روپے	228
491	سید	228
492	ادبی	227
493	رہنے	227
494	بعض	226
495	دیکھتے	226
496	پڑے	226
497	چل	226
498	اچھا	225
499	باپ	225
500	خارجہ	225
501	لینے	225
502	پروگرام	225
503	گاڑی	225
504	اٹھا	224
505	ترین	224
506	کردیا	224
507	گاؤں	224
508	آغاز	223
509	رہتے	223
510	آف	222
511	انھوں	222
512	لگ	221
513	بین	219
514	ساری	219
515	سمجھ	219
516	افغانستان	217
517	تمہیں	217
518	توجہ	217
519	ملاقات	217
520	آزادی	216
521	چلے	216
522	ہمارا	216
523	آنکھوں	215
524	سمیت	215
525	بہترین	214
526	تلاش	214
527	چہرے	214
528	یقین	214
529	رہتا	213
530	اوپر	212
531	ایف	212
532	لکھا	212
533	پانچ	212
534	اسلامی	210
535	بنیاد	210
536	جناح	210
537	رپورٹ	210
538	تحریک	209
539	دہشت	209
540	ذہن	209
541	ا	208
542	اصل	208
543	انتہائی	208
544	حالت	208
545	خون	208
546	زیر	208
547	کالج	208
548	آتی	207
549	خاندان	207
550	مطلب	207
551	پہلا	207
552	کامیاب	207
553	چاہتا	206
554	حیثیت	205
555	ظاہر	205
556	عظیم	204
557	اثرات	203
558	شخصیت	203
559	ادھر	202
560	شاعری	202
561	بینک	201
562	تقسیم	201
563	درست	200
564	ایل	199
565	تمہارے	199
566	تیز	199
567	جدید	199
568	ذمہ	199
569	رہتی	199
570	رہیں	199
571	سکیں	199
572	موجودہ	199
573	چاہتے	199
574	کورونا	199
575	ہوگیا	199
576	آخری	198
577	تصور	198
578	سن	198
579	ماہ	198
580	مسئلہ	198
581	نمبر	198
582	بیوی	197
583	خبر	197
584	نیا	197
585	پورا	197
586	لگتا	196
587	جائزہ	195
588	ٹیکس	195
589	کمپنی	195
590	”	195
591	انگریزی	194
592	شاعر	194
593	قدم	194
594	ملا	194
595	ٹیم	194
596	پروفیسر	194
597	یونیورسٹی	194
598	جاسکتا	193
599	حل	193
600	سارے	193
601	علیہ	193
602	خواب	192
603	فروغ	192
604	ماحول	192
605	ملے	191
606	آنکھیں	190
607	اندازہ	190
608	ٹیکنالوجی	190
609	این	189
610	شکل	189
611	لیتے	189
612	لیگ	189
613	ٹھیک	189
614	پورے	189
615	آزاد	188
616	اداروں	188
617	تیزی	188
618	دوسرا	188
619	فکر	188
620	مسلمان	188
621	موت	188
622	واقعات	188
623	کرو	188
624	گزشتہ	188
625	بیٹھ	187
626	سرکاری	187
627	غالب	187
628	مقام	187
629	بیٹی	186
630	بیٹے	186
631	رکھتا	186
632	علاج	186
633	علاقے	186
634	پاک	186
635	نوجوان	185
636	اقدامات	184
637	جمع	184
638	سائنس	184
639	ذہنی	183
640	فن	183
641	نیچے	183
642	چلی	183
643	ہاتھوں	183
644	آخر	182
645	تعلقات	182
646	مستقبل	182
647	چینی	182
648	کردہ	182
649	کھڑا	182
650	امریکی	181
651	باقی	181
652	تمہاری	181
653	مضمون	181
654	ہائی	181
655	ء	180
656	بنے	180
657	کابینہ	180
658	دکھائی	179
659	رنز	179
660	قائد	179
661	وزیرِ	179
662	بھارتی	178
663	تب	178
664	زندہ	178
665	عالم	178
666	ڈالر	178
667	گفتگو	178
668	طریقہ	177
669	جاۓ	176
670	شائع	176
671	آدمی	175
672	آج	175
673	ریاست	175
674	صبح	175
675	مشہور	175
676	چھوٹی	175
677	بیٹھے	173
678	معاشرے	173
679	کہنے	173
680	مذہبی	172
681	وجود	172
682	رکھے	171
683	سلسلے	171
684	معلومات	171
685	منظر	171
686	امی	170
687	رکھی	170
688	سامنا	170
689	مرد	170
690	تبدیلی	169
691	خاتون	169
692	سلسلہ	169
693	لا	169
694	مند	169
695	نہایت	169
696	پا	169
697	د	168
698	بولی	167
699	دینا	167
700	تعلیمی	166
701	خوب	166
702	صارفین	166
703	غلط	166
704	طویل	165
705	لائن	165
706	متحدہ	165
707	کھانا	165
708	مکان	164
709	نسل	164
710	نقصان	164
711	پڑی	164
712	حقوق	163
713	دروازے	163
714	اچانک	162
715	تعاون	162
716	شام	162
717	مسلسل	162
718	کمپیوٹر	162
719	کہانی	162
720	ادارے	161
721	بال	161
722	خلائی	161
723	دیے	161
724	پور	161
725	پڑھ	161
726	کھڑے	161
727	اجازت	160
728	امریکا	160
729	شمار	160
730	عملی	160
731	کامیابی	160
732	کورٹ	160
733	اعلان	159
734	بندی	159
735	طے	159
736	فوج	159
737	ملی	159
738	یقینی	159
739	حکم	158
740	دس	158
741	طریقے	158
742	مضبوط	158
743	جارہا	157
744	دین	157
745	مثال	157
746	ملکی	157
747	نو	157
748	خوبصورت	156
749	پایا	156
750	ابتدائی	155
751	حیرت	155
752	دماغ	155
753	دوبارہ	155
754	صورتحال	155
755	ہدایت	155
756	تحریر	154
757	علامہ	154
758	لڑکی	154
759	چاہئے	154
760	کشمیر	154
761	“	154
762	جماعت	153
763	جناب	153
764	زائد	153
765	کھڑی	153
766	گر	153
767	اہل	152
768	بلند	152
769	تہذیب	152
770	تے	152
771	زمانے	152
772	شہباز	152
773	میچ	152
774	کلام	152
775	بدل	151
776	صاف	151
777	ڈال	151
778	عرب	150
779	وی	150
780	اٹھ	149
781	تبدیل	149
782	تعمیر	149
783	محنت	149
784	منٹ	149
785	موسیقی	149
786	نکال	149
787	پہنچا	149
788	کھیل	149
789	آہستہ	148
790	انجام	148
791	بر	148
792	خیر	148
793	ریکارڈ	148
794	عہد	148
795	جلدی	147
796	خوف	147
797	قرآن	147
798	محفوظ	147
799	مقابلے	147
800	منظوری	147
801	گرد	147
802	گزر	147
803	ہوگئے	147
804	امریکہ	146
805	بل	146
806	حامل	146
807	خدمات	146
808	خصوصی	146
809	مرتبہ	146
810	پالیسی	146
811	۔اس	146
812	سبب	145
813	لاکھ	145
814	معیشت	145
815	جیسی	144
816	دم	144
817	سخت	144
818	ماہرین	144
819	مغربی	144
820	مناسب	144
821	منصوبے	144
822	پریشان	144
823	.....	143
824	آسان	143
825	ارب	143
826	افغان	143
827	جیسا	143
828	شدید	143
829	عدالت	143
830	نمایاں	143
831	الدین	142
832	بہن	142
833	راہ	142
834	سماجی	142
835	سکا	142
836	مصروف	142
837	تحفظ	141
838	تربیت	141
839	ر	141
840	غور	141
841	وطن	141
842	پیر	141
843	آبادی	140
844	بطور	140
845	حصے	140
846	پڑ	140
847	انتظار	139
848	فی	139
849	میدان	139
850	پارٹی	139
851	تھوڑی	138
852	معاملات	138
853	اچھے	137
854	جانتے	137
855	موضوع	137
856	ناول	137
857	نماز	137
858	کروں	137
859	خواہش	136
860	رائے	136
861	سمجھا	136
862	صدی	136
863	انتخاب	135
864	تصویر	135
865	جنرل	135
866	فائدہ	135
867	اتنے	134
868	درخواست	134
869	عدم	134
870	فرق	134
871	چاہتی	134
872	ڈیٹا	134
873	اعلی	133
874	درجہ	133
875	رفتار	133
876	شعر	133
877	عربی	133
878	منصوبہ	133
879	تجویز	132
880	خیالات	132
881	راستے	132
882	روک	132
883	فرمایا	132
884	مار	132
885	متعدد	132
886	مشتمل	132
887	مطالعہ	132
888	پیغام	132
889	چھ	132
890	اگلے	131
891	برطانیہ	131
892	بنی	131
893	تجارت	131
894	ترجمہ	131
895	سیاست	131
896	صلاحیت	131
897	ویسے	131
898	ِ	131
899	تعالی	130
900	دروازہ	130
901	رشتہ	130
902	رقم	130
903	لہجے	130
904	معمولی	130
905	بد	129
906	بہ	129
907	جارہی	129
908	پڑھنے	129
909	کن	129
910	خاں	128
911	ذریعہ	128
912	سفید	128
913	نیشنل	128
914	ی	128
915	آئیں	127
916	البتہ	127
917	انصاف	127
918	تنقید	127
919	توانائی	127
920	عبد	127
921	علمی	127
922	لکھتے	127
923	لکھی	127
924	مقبول	127
925	چاہے	127
926	اِس	126
927	راستہ	126
928	عرصے	126
929	علاقوں	126
930	قیادت	126
931	مین	126
932	ن	126
933	چونکہ	126
934	ابو	125
935	اعلیٰ	125
936	بنائے	125
937	حصول	125
938	دیوار	125
939	زبانوں	125
940	کب	125
941	کرنی	125
942	کرکٹ	125
943	گیت	125
944	فراہمی	124
945	قبول	124
946	منزل	124
947	مولانا	124
948	پیداوار	124
949	گھنٹے	124
950	حیات	123
951	روح	123
952	روم	123
953	قیمت	123
954	مال	123
955	مالی	123
956	مبنی	123
957	مقامی	123
958	ملنے	123
959	بیٹا	122
960	تیل	122
961	ریاضی	122
962	لتا	122
963	مخصوص	122
964	چیف	122
965	الاقوامی	121
966	بتا	121
967	حیدر	121
968	خالی	121
969	شدہ	121
970	محدود	121
971	مہنگائی	121
972	نواز	121
973	نیند	121
974	وائرس	121
975	وسیع	121
976	چنانچہ	121
977	اقوام	120
978	درد	120
979	طالب	120
980	عطا	120
981	قوت	120
982	محمود	120
983	پڑتا	120
984	تقریب	119
985	خاطر	119
986	سات	119
987	فارسی	119
988	پائی	119
989	امیر	118
990	دیئے	118
991	طاقت	118
992	عمارت	118
993	فاطمہ	118
994	ماضی	118
995	مذہب	118
996	ویب	118
997	پینے	118
998	کتابوں	118
999	یک	118
1000	امور	117
1001	بارش	117
1002	بنائی	117
1003	عزت	117
1004	میل	117
1005	نتیجے	117
1006	واقعہ	117
1007	والدین	117
1008	گرم	117
1009	آگاہ	116
1010	باب	116
1011	تشکیل	116
1012	تقریباً	116
1013	لکھے	116
1014	مشین	116
1015	میز	116
1016	ہفتے	116
1017	اسٹیٹ	115
1018	امام	115
1019	امن	115
1020	بیماری	115
1021	جنہوں	115
1022	خوراک	115
1023	سوچا	115
1024	سڑک	115
1025	لو	115
1026	مالک	115
1027	معیار	115
1028	مقدار	115
1029	٭	115
1030	پچھلے	115
1031	اسٹیشن	114
1032	اعتماد	114
1033	انکار	114
1034	بلوچستان	114
1035	غلام	114
1036	مشن	114
1037	مضامین	114
1038	مغرب	114
1039	پہلو	114
1040	چوہدری	114
1041	کردی	114
1042	‘	114
1043	استاد	113
1044	اقتصادی	113
1045	ایمان	113
1046	خطرہ	113
1047	دولت	113
1048	سسٹم	113
1049	سمت	113
1050	شیخ	113
1051	عجیب	113
1052	لندن	113
1053	لینا	113
1054	معروف	113
1055	پیسے	113
1056	اینڈ	112
1057	برداشت	112
1058	بورڈ	112
1059	سمجھتے	112
1060	مجبور	112
1061	محض	112
1062	منظور	112
1063	نتیجہ	112
1064	پابندی	112
1065	کمیٹی	112
1066	تیاری	111
1067	دعا	111
1068	دورہ	111
1069	رسول	111
1070	رضا	111
1071	طلب	111
1072	نظم	111
1073	کیس	111
1074	الیکشن	110
1075	باتوں	110
1076	جذبات	110
1077	دراصل	110
1078	ذرا	110
1079	رکھتی	110
1080	سنائی	110
1081	شعبے	110
1082	طرز	110
1083	غریب	110
1084	لگایا	110
1085	من	110
1086	چائے	110
1087	السلام	109
1088	انتقال	109
1089	انسانوں	109
1090	خطاب	109
1091	دوستوں	109
1092	سامان	109
1093	سکول	109
1094	صحیح	109
1095	فخر	109
1096	پہنچے	109
1097	بجلی	108
1098	بچپن	108
1099	حالی	108
1100	حیران	108
1101	دشمن	108
1102	رو	108
1103	شوق	108
1104	شکست	108
1105	فوجی	108
1106	قلم	108
1107	مرکزی	108
1108	ملازمت	108
1109	ملتا	108
1110	نظروں	108
1111	واقع	108
1112	کتنی	108
1113	کھول	108
1114	ہوئیں	108
1115	یو	108
1116	‘‘	108
1117	بحث	107
1118	ترتیب	107
1119	حویلی	107
1120	حکیم	107
1121	شناخت	107
1122	فوری	107
1123	منتقل	107
1124	کونسل	107
1125	اخبار	106
1126	برابر	106
1127	برسوں	106
1128	حقیقی	106
1129	حملے	106
1130	سارا	106
1131	شدت	106
1132	شعبہ	106
1133	عوامی	106
1134	لحاظ	106
1135	متعارف	106
1136	پیٹ	106
1137	چاروں	106
1138	اعتبار	105
1139	روانہ	105
1140	روشن	105
1141	وزن	105
1142	ے	105
1143	برائے	104
1144	دودھ	104
1145	رکھنا	104
1146	سانس	104
1147	شرکت	104
1148	شریک	104
1149	قانونی	104
1150	چیئرمین	104
1151	گہری	104
1152	ہورہی	104
1153	ہوسکتا	104
1154	یافتہ	104
1155	بابا	103
1156	دہلی	103
1157	فیض	103
1158	لکھنے	103
1159	منگیشکر	103
1160	نامہ	103
1161	ناکام	103
1162	نیٹ	103
1163	پس	103
1164	پیار	103
1165	چہرہ	103
1166	اساتذہ	102
1167	امید	102
1168	مارچ	102
1169	پتہ	102
1170	کارکردگی	102
1171	اُردو	101
1172	تخلیق	101
1173	رابطہ	101
1174	زمانہ	101
1175	سیاہ	101
1176	سیلاب	101
1177	طالبان	101
1178	فروری	101
1179	متعلقہ	101
1180	معاملہ	101
1181	مقابلہ	101
1182	ملتی	101
1183	آن	100
1184	ابن	100
1185	اتفاق	100
1186	ادیب	100
1187	تی	100
1188	دلچسپی	100
1189	ذاتی	100
1190	سابق	100
1191	شاہد	100
1192	عرصہ	100
1193	فرد	100
1194	قتل	100
1195	لیتا	100
1196	چاند	100
1197	کپڑے	100
1198	ذات	99
1199	شیر	99
1200	مختصر	99
1201	نامی	99
1202	واقعی	99
1203	والدہ	99
1204	وہیں	99
1205	پتا	99
1206	کیں	99
1207	امر	98
1208	بالوں	98
1209	بک	98
1210	تسلیم	98
1211	تکلیف	98
1212	تکمیل	98
1213	جنم	98
1214	خاموشی	98
1215	عزیز	98
1216	لانے	98
1217	مشورہ	98
1218	منفی	98
1219	موبائل	98
1220	موسم	98
1221	ہوکر	98
1222	اخلاق	97
1223	ایپ	97
1224	تقریبا	97
1225	تمہارا	97
1226	جنوری	97
1227	حکمت	97
1228	خط	97
1229	سرسید	97
1230	قابو	97
1231	نور	97
1232	پہ	97
1233	کتابیں	97
1234	آرام	96
1235	اتر	96
1236	بھرپور	96
1237	بھول	96
1238	بہتری	96
1239	تعریف	96
1240	شرح	96
1241	شک	96
1242	فلموں	96
1243	ماہر	96
1244	ناک	96
1245	ورنہ	96
1246	وسائل	96
1247	کائنات	96
1248	برقرار	95
1249	بنانا	95
1250	حمایت	95
1251	دوں	95
1252	سوانح	95
1253	قدیم	95
1254	مجموعی	95
1255	مرتب	95
1256	معنی	95
1257	ناصر	95
1258	وسلم	95
1259	چلنے	95
1260	کروڑ	95
1261	گیس	95
1262	اَور	94
1263	اپوزیشن	94
1264	بچہ	94
1265	تاریخی	94
1266	خواہ	94
1267	ذرائع	94
1268	سیکیورٹی	94
1269	عبادت	94
1270	فارم	94
1271	فتح	94
1272	لگتی	94
1273	مت	94
1274	کتب	94
1275	کیفیت	94
1276	ہند	94
1277	ہندو	94
1278	آر	93
1279	آگ	93
1280	اشارہ	93
1281	اگرچہ	93
1282	بننے	93
1283	بھاری	93
1284	بیت	93
1285	تینوں	93
1286	جاسکتی	93
1287	جانتا	93
1288	حفاظت	93
1289	حکومتی	93
1290	خاموش	93
1291	دباؤ	93
1292	دریافت	93
1293	رخ	93
1294	رسائی	93
1295	روایت	93
1296	سزا	93
1297	لباس	93
1298	ورک	93
1299	وفات	93
1300	کمیشن	93
1301	ہورہا	93
1302	بریفنگ	92
1303	جدوجہد	92
1304	جنوبی	92
1305	دفتر	92
1306	شوہر	92
1307	علاقائی	92
1308	لگانے	92
1309	محترم	92
1310	موحد	92
1311	مٹی	92
1312	مہم	92
1313	میاں	92
1314	نگار	92
1315	کنٹرول	92
1316	گردی	92
1317	ادارہ	91
1318	بڑھانے	91
1319	ثقافت	91
1320	جہاز	91
1321	سہولت	91
1322	شہرت	91
1323	فورا	91
1324	قریشی	91
1325	مر	91
1326	مریض	91
1327	اعزاز	90
1328	انڈیا	90
1329	جوان	90
1330	حالانکہ	90
1331	حکام	90
1332	لہذا	90
1333	لینڈ	90
1334	مرحوم	90
1335	مسئلے	90
1336	معاملے	90
1337	مقامات	90
1338	پناہ	90
1339	آپﷺ	89
1340	اسکی	89
1341	امتحان	89
1342	بلا	89
1343	بیٹھا	89
1344	تازہ	89
1345	تعالیٰ	89
1346	رحمت	89
1347	قاری	89
1348	مصنف	89
1349	پہنچنے	89
1350	کتنا	89
1351	گائے	89
1352	گزار	89
1353	ہوش	89
1354	آسانی	88
1355	اسکے	88
1356	اصول	88
1357	حوصلہ	88
1358	را	88
1359	رک	88
1360	ملکہ	88
1361	منصوبوں	88
1362	گانے	88
1363	گویا	88
1364	خدمت	87
1365	ریڈیو	87
1366	ز	87
1367	شور	87
1368	لفظ	87
1369	مقرر	87
1370	نتائج	87
1371	نوعیت	87
1372	کھا	87
1373	اسد	86
1374	آئے	86
1375	آنے	86
1376	باہمی	86
1377	بول	86
1378	بھری	86
1379	ترک	86
1380	خراب	86
1381	دعوت	86
1382	سمندر	86
1383	سینے	86
1384	عورتوں	86
1385	مطالبہ	86
1386	منتخب	86
1387	پائے	86
1388	چیت	86
1389	باز	85
1390	بڑھا	85
1391	جمال	85
1392	جنہیں	85
1393	حاضر	85
1394	درج	85
1395	رشتے	85
1396	شعور	85
1397	فیچر	85
1398	مردوں	85
1399	مسجد	85
1400	وزارت	85
1401	ٹیسٹ	85
1402	پاؤں	85
1403	پہچان	85
1404	ڈیجیٹل	85
1405	انقلاب	84
1406	اول	84
1407	بجے	84
1408	بوجھ	84
1409	جاوید	84
1410	حرکت	84
1411	خرچ	84
1412	سلامتی	84
1413	سلیمان	84
1414	فضا	84
1415	مبتلا	84
1416	کلاس	84
1417	بجٹ	83
1418	ترکی	83
1419	راست	83
1420	رکھیں	83
1421	نگاہ	83
1422	پل	83
1423	کان	83
1424	گلے	83
1425	الله	82
1426	اپ	82
1427	بری	82
1428	بیس	82
1429	جمہوری	82
1430	جون	82
1431	حملہ	82
1432	خواجہ	82
1433	دستیاب	82
1434	سائٹ	82
1435	عارف	82
1436	لہر	82
1437	ما	82
1438	معصوم	82
1439	مواد	82
1440	ندیم	82
1441	پن	82
1442	چیزیں	82
1443	کرانے	82
1444	کررہے	82
1445	ہوٹل	82
1446	ﷺ	82
1447	اوقات	81
1448	تعارف	81
1449	دسمبر	81
1450	دہ	81
1451	رہنا	81
1452	سرخ	81
1453	سیٹ	81
1454	شان	81
1455	فیصلے	81
1456	قوانین	81
1457	مبارک	81
1458	مثبت	81
1459	مسکراہٹ	81
1460	مواقع	81
1461	نبی	81
1462	ٹیلی	81
1463	پوسٹ	81
1464	چیزوں	81
1465	کامران	81
1466	کرپشن	81
1467	کریم	81
1468	گروپ	81
1469	گروہ	81
1470	آکر	80
1471	اطلاع	80
1472	آیا	80
1473	تعین	80
1474	تفصیل	80
1475	جانتی	80
1476	جتنا	80
1477	خانے	80
1478	رواں	80
1479	غرض	80
1480	لڑکے	80
1481	مہینے	80
1482	نگرانی	80
1483	پشاور	80
1484	پکڑ	80
1485	کیو	80
1486	ہ	80
1487	ہلکی	80
1488	ہے.	80
1489	آنکھ	79
1490	انتظام	79
1491	بھلا	79
1492	جارہے	79
1493	خطرناک	79
1494	دیکھے	79
1495	ذیل	79
1496	سالہ	79
1497	سروس	79
1498	سرگرمیوں	79
1499	سوشل	79
1500	فروخت	79
1501	فہرست	79
1502	مصر	79
1503	کتنے	79
1504	اضافے	78
1505	اٹھایا	78
1506	باری	78
1507	بستر	78
1508	رہنما	78
1509	ساتھی	78
1510	سمجھنے	78
1511	سنا	78
1512	شکر	78
1513	لکھ	78
1514	مذکورہ	78
1515	مرضی	78
1516	وبا	78
1517	چھوٹا	78
1518	کمزور	78
1519	آفس	77
1520	انتہا	77
1521	بھاگ	77
1522	رکن	77
1523	ضمن	77
1524	طاہر	77
1525	واپسی	77
